NCT00924040, Clinical Trials, Phase I as Topic, Neumega, CRLX101, Leukopenia, Revlimid, evofosfamide, Drug Evaluation, drisapersen, Drug-Related Side Effects and Adverse Reactions, tecemotide,,,,,
NCT00926146, Drug Evaluation, Risk Reduction Behavior, HIV Seropositivity, Centers for Disease Control and Prevention (U.S.), Substance Abuse Detection, Nonrespondents, Deprescribing, Medical Marijuana, Drug Rehabilitation Center, Screening,,,,,,
NCT00927589, Cedilanid, Chronopharmacokinetics, Mexitil, Heart Rate, Prajmaline, Digoxin, Nitroglycerin, Moricizine, VS-105, Systolic Time Interval,,,,,,
NCT00928772, Clinical Research Protocol, Cryoanesthesia, Electric Stimulation Therapy, Drug Evaluation, Medical Records, Pain Management, Therapeutics, Auriculotherapy, Physical Therapy Modalities, Neurosurgical Procedures,,,,,,
NCT00931515, Diskectomy, Lumbar Disc Disease, Spondylolisthesis, Spondylarthropathies, Spinal Diseases, Laminoplasty, Manipulation, Chiropractic, Laminotomy, Diskectomy, Percutaneous, Physical Therapy Modalities,,,,
NCT00932737, Movalis, Drug Therapy, Drug-Related Side Effects and Adverse Reactions, Drug Evaluation, Pregabalin, Clinical Investigators, Toradol, Treatment Effectiveness, Gastrointestinal Agents, Analgesics,,,,,,
NCT00933309, Drug Administration Schedule, Drug Evaluation, Neumega, Systemic Enzyme Therapy, Drug-Related Side Effects and Adverse Reactions, Dexatrim, Drug Toxicity, evofosfamide, Hypoglycemic Agents, Psychotherapy, Multiple,,,,,
NCT00933881, Hypertension, Pregnancy-Induced, Pregnancy Complications, Infectious, Diabetes, Gestational, Pregnancy in Diabetics, Infant, Small for Gestational Age, Prenatal Care, Pregnancy Trimester, First, Pregnancy Complications, Premature Birth, Pregnancy Trimesters,
NCT00937469, Disruptive Behavior Disorder, Problem Behavior, Social Skills, Diagnosis, Psychiatric, Autistic Disorder, Stuttering, Childhood, Fear, Aptitude Tests, Personality, Assertiveness,,,,
NCT00938080, Systemic Enzyme Therapy, Drug Evaluation, Treatment Effectiveness, Prophylactic Mastectomy, Clinical Research Protocol, Drug-Related Side Effects and Adverse Reactions, Hematologic Agents, Clinical Trials, Phase I as Topic, Therapeutics, Clinical Trials, Randomized,,,,
NCT00938691, Contractubex, Dermatologic Surgical Procedures, Therapeutics, Clinical Research Protocol, Physical Therapy Modalities, Dental Care, Wound Closure Techniques, Hemostatics, Oral Surgical Procedures, Biological Dressings,,,,,,
NCT00938912, Drug-Related Side Effects and Adverse Reactions, Drug Evaluation, Drug Therapy, Treatment Effectiveness, Nonrespondents, Clinical Research Protocol, Overmedication, Risk Factors, Benefit-Risk Assessment, Outcome Studies,,,,,,
NCT00939627, Clinical Trials, Phase I as Topic, Systemic Enzyme Therapy, Carcinoma in Situ, Drug-Related Side Effects and Adverse Reactions, Prophylactic Mastectomy, Asymptomatic Diseases, Multicenter Study, Radiation Sickness, Leukopenia, Treatment Failure,,,,,
NCT00945178, Drug Evaluation, Drug Approval Process, Hematologic Agents, Clinical Trials, Phase IV as Topic, Drug Compounding, Dexatrim, Omnitrope, drisapersen, Treatment Effectiveness, Emsam,,,,,
NCT00946049, Periodontal Debridement, Subgingival Curettage, Gingivoplasty, Periodontal Dressings, Oral Surgical Procedures, Atridox, Peri-Implantitis, Gingivectomy, Periodontics, Atrisorb,,,,,,
NCT00869830, Electric Stimulation Therapy, Clinical Investigators, Biofeedback, Psychology, Polysomnography, Drug Evaluation, Urinary Incontinence, Stress, Lotronex, Pragmatic Clinical Trial, Movalis, Single-Blind Method,,,,
NCT00870480, Hematologic Agents, Drug Evaluation, Dexatrim, Drug-Related Side Effects and Adverse Reactions, Gastrointestinal Agents, Emsam, Overmedication, Acetaminophen, Provigil, Drug Approval Process,,,,,,
NCT00874341, Weight Loss, Diet, Reducing, Diet, Diabetic, Weight-Loss Agents, Hypoglycemic Agents, Dietary Reference Intake, Low-Calorie Diet, Dietary Habits, Weight Gain, Metabolic Syndrome X,,,,
NCT00877292, Prenatal Screening, Neonatal Screening, Drug Evaluation, Clinical Trials, Phase IV as Topic, Cohort Studies, Clinical Research Protocol, Models, Biological, Fetal Viability, Neonatal Mortality, Asymptomatic Diseases,,,,
NCT00878163, Systemic Enzyme Therapy, Clinical Trials, Phase I as Topic, Altretamine, Drug Administration Schedule, CRLX101, Drug Toxicity, Drug-Related Side Effects and Adverse Reactions, Drug Evaluation, Prophylactic Mastectomy, Clinical Trials, Randomized,,,,
NCT00878527, Cardiovascular Surgical Procedures, Congestive Heart Failure, Heart Failure, Heart-Assist Devices, Defibrillators, Implantable, Cardiac Resynchronization Therapy Devices, Postpericardiotomy Syndrome, Extracorporeal Membrane Oxygenation, Cardiopulmonary Bypass, Heart Diseases,,,,,
NCT00880711, Clinical Trials, Phase I as Topic, Clinical Trials, Phase IV as Topic, Clinical Research Protocol, Multicenter Study, Treatment Protocols, Historically Controlled Study, Pulmonary Medicine, Drug Evaluation, Drug-Related Side Effects and Adverse Reactions, Databases, Pharmaceutical,,,
NCT00881010, Nonrespondents, Clinical Research Protocol, Physician-Patient Relations, Personal Medical Records, Clinic Activities, Episode of Care, Practice Patterns, Physicians', Patient Participation, Outcome Measures, Electronic Health Records,,,,,
NCT00881322, Gastrointestinal Agents, Dexatrim, Antidiarrheals, Weight Loss, Laxatives, Food-Drug Interactions, Nonprescription Drugs, Drug Hypersensitivity, Weight-Loss Agents, Drug Evaluation,,,,,,
NCT00882167, Clinical Research Protocol, Cardiovascular Surgical Procedures, Medical Records, Protocols, Nursing, Liver Function Tests, Neurosurgery, Multicenter Study, Obstetric Surgical Procedures, Cryoanesthesia, Clinical Trials, Phase I as Topic,,,,
NCT00885326, Clinical Trials, Phase I as Topic, CRLX101, drisapersen, Revlimid, evofosfamide, Alkeran, Neumega, Temodal, Protropin, Multicenter Study,,,,,
NCT00886899, Myocardial Revascularization, Percutaneous Coronary Intervention, Thrombolytic Therapy, Myocardial Infarction, Coronary Artery Bypass, Cardiac Catheterization, Cardiovascular Surgical Procedures, Angina, Unstable, Coronary Angiography, Angioplasty, Balloon, Coronary,,,
NCT00889070, Centers for Disease Control and Prevention (U.S.), Clinical Trials, Phase IV as Topic, Drug Approval Process, Risk Factors, Synagis, Respiratory Therapy, Drug Evaluation, Drug-Related Side Effects and Adverse Reactions, Hematologic Agents, Outcome Measures,,,,,
NCT00889382, Clinical Trials, Phase I as Topic, Multicenter Study, Carcinoma in Situ, Drug-Related Side Effects and Adverse Reactions, Liver Function Tests, Drug Administration Schedule, Temodal, Radiation Sickness, Systemic Enzyme Therapy, Concurrent Chemoradiotherapy,,,,,
NCT00892190, Drug Administration Schedule, Drug-Related Side Effects and Adverse Reactions, Neumega, Drug Evaluation, Drug Toxicity, Danocrine, Systemic Enzyme Therapy, Hematologic Agents, Chronopharmacokinetics, Treatment Effectiveness,,,,,,
NCT00892788, Clinical Research Protocol, Drug Evaluation, Clinic Activities, Research Subjects, Outcome Measures, Nonrespondents, Nutrition Assessment, Patient Participation, Pragmatic Clinical Trial, Weight Reduction Programs,,,,,,
NCT00894686, Centers for Disease Control and Prevention (U.S.), Hepatitis A Vaccines, Clinical Trials, Phase IV as Topic, Diphtheria Toxoid, hepatitis A-B vaccine, Revaccination, Drug Evaluation, Measles, Diphtheria-Tetanus-Pertussis Vaccine, Menveo,,,,,
NCT00895375, Nonrespondents, Polysomnography, Sleeplessness, Clinical Research Protocol, Diagnosis, Psychiatric, Drug Therapy, Secondary Insomnia, Clinical Investigators, Drug Evaluation, Multidisciplinary Pain Centers,,,,,
NCT00898014, Antineoplastic Protocols, Cancer Screening, Biomarkers, Tumor, Drug Therapy, Combination, Multicenter Study, Oncophage, ombrabulin, CRLX101, Platinol, Temodal,,,,
NCT00900536, Biomarkers, Tumor, Cancer Screening, Hematologic Neoplasms, Oncophage, Multicenter Study, Drug Evaluation, Revlimid, CRLX101, Antineoplastic Protocols, Cancer of Intestines,,,,,
NCT00900848, Multiple Trauma, Disarticulation, Forearm Injuries, Crush Injuries, Lacerations, Range of Motion, Articular, Fracture Fixation, Joint Dislocations, Tendon Release, Minor Surgical Procedures,,,,,
NCT00904917, Fear, Problem Behavior, Depressive Symptoms, Autistic Disorder, Personality Tests, Disruptive Behavior Disorder, Diagnosis, Psychiatric, Catastrophization, Emotional Stress, Life Change Events,,,,,
NCT00905697, Drug Evaluation, Clinical Research Protocol, Protocols, Nursing, Clinical Trials, Phase IV as Topic, Protropin, Clinic Activities, Nutrition Therapy, Vascular Nursing, Hypoglycemic Agents, Liver Function Tests,,,,
NCT00909779, Respiratory Therapy, Drug Evaluation, Spirometry, Drug-Related Side Effects and Adverse Reactions, Hematologic Agents, Drug Hypersensitivity, Nonrespondents, Risk Factors, Treatment Effectiveness, Drug Therapy,,,,,,
NCT00915915, MPA-E2C, Use-Effectiveness, Contraceptives, Postcoital, Levonorgestrel, Drug Evaluation, Drug Approval Process, Cyclofem, Ovulation Inhibition, Drug Labeling, Mesigyna,,,,,
NCT00921622, Vitamin D Deficiency, Nutrition Disorders, Malnutrition, Weight Loss, Magnesium Deficiency, Hematinics, Calcifediol, Vitamin B 12 Deficiency, Diet Therapy, Vitamin D 2,,,,,,
NCT00922883, Leukopenia, Neumega, Hematologic Tests, Lymphapheresis, Purpura, Thrombocytopenic, Idiopathic, Plateletpheresis, Revlimid, Erythrocyte Transfusion, Leukocyte Transfusion, Immunoglobulins, Intravenous,,,
NCT00923247, Drug Administration Schedule, CRLX101, drisapersen, Neumega, Clinical Trials, Phase I as Topic, Drug Evaluation, Drug-Related Side Effects and Adverse Reactions, evofosfamide, Hematologic Agents, WAS 406,,,,,
NCT00925301, Clinical Research Protocol, Drug Evaluation, Cohort Studies, Secondary Care Centers, Clinical Trials, Phase IV as Topic, Pragmatic Clinical Trial, Clinic Activities, Drug Utilization Review, Nonrespondents, Outpatient Clinics, Hospital,,,,
NCT00927927, drisapersen, Drug Approval Process, evofosfamide, Drug Evaluation, Hematologic Agents, Dexatrim, Treatment Effectiveness, Drug-Related Side Effects and Adverse Reactions, Neumega, rintatolimod,,,,,,
NCT00929838, Outcome Measures, Nonrespondents, Clinical Research Protocol, Self Care, Compliant Behavior, Nutrition Assessment, Deprescribing, Pragmatic Clinical Trial, Drug Therapy, Patient Education as Topic,,,,,,
NCT00931099, Asphyxia Neonatorum, Cordocentesis, Dystocia, Obstetric Labor Complications, Fetal Distress, Premature Birth, Prenatal Care, Fetal Macrosomia, Delivery, Obstetric, Internal Cardiotocography,,,,,
NCT00932919, Diagnosis, Psychiatric, Depressive Symptoms, Interview, Psychological, Psychotherapy, Brief, Catastrophization, Fear, Personality Tests, Psychophysiologic Disorders, Somatization Disorder, Behavior Therapy,,,
NCT00891787, Hematologic Tests, Neumega, Hematinics, Hepatitis A Vaccines, Lymphapheresis, RhoGAM, Asymptomatic Diseases, Hematologic Agents, Immunoglobulins, Intravenous, Immunologic Tests,,,,,
NCT00892398, Ocular Hypotension, Trabeculectomy, Glaucoma, Open-Angle, Iridectomy, Hyphema, Eye Hemorrhage, Filtering Surgery, Glaucoma, Neovascular, Capsule Opacification, Vitreoretinal Surgery,,,,
NCT00894582, Abdominal Wound Closure Techniques, Catheterization, Abdominoplasty, Aspiration Lipectomy, Thoracostomy, Hernia, Abdominal, Multiple Trauma, Cholecystectomy, Incisional Hernia, Reconstructive Surgical Procedures,,,,,
NCT00895895, Healthy Volunteers, Cognition Disorders, Drug Evaluation, Drug Therapy, Nonrespondents, Psychomotor Performance, Outcome Studies, Overlearning, Risk Factors, Outcome Measures,,,,,,
NCT00897520, Oncophage, Drug Evaluation, Biomarkers, Tumor, tecemotide, Cancer Screening, CRLX101, Clinical Trials, Phase I as Topic, Antineoplastic Protocols, Clinical Trials, Phase IV as Topic, Multicenter Study,,,
NCT00897910, Lymphapheresis, Point-of-Care Systems, Provenge, Antineoplastic Protocols, Revlimid, Hematologic Neoplasms, Neumega, Cell Transplants, Drug Evaluation, Monitoring, Immunologic,,,,,
NCT00898300, Multicenter Study, Clinical Research Protocol, Clinic Activities, Cancer of Skin, Cancer of Eye, Safety-net Clinics, SEER Program, Hospitals, Cancer, Community Health Systems, Practice Patterns, Physicians',,,,
NCT00900601, Diskectomy, Fracture Fixation, Spondylolisthesis, Arthroplasty, Replacement, Kyphosis, Range of Motion, Articular, Arthroplasty, Replacement, Knee, Revision, Joint, Pseudarthrosis, Fractures, Malunited
NCT00905476, Respiratory Therapy, Medical Records, Clinical Research Protocol, Never Event, Protocols, Nursing, Secondary Care Centers, Drug Evaluation, Work of Breathing, Neurologic Findings, Kyorin,,,,,
NCT00906126, Dystocia, Fetal Distress, Uterine Monitoring, Obstetric Labor Complications, Labor, Induced, Amnioscopy, Internal Cardiotocography, Fetal Malpresentation, Labor Stage, First, Pregnancy, Prolonged,,,
NCT00912197, Weight Loss, Low-Calorie Diet, Diet, Diabetic, Diet, Reducing, Weight Gain, Weight-Loss Agents, Body Weight Maintenance, Nutritional Requirements, Cholesterol, Dietary, Diet, Carbohydrate-Restricted,,
NCT00915096, Multicenter Study, Carcinoma in Situ, Berlin-Frankfort-Munster protocol, BFM-79 protocol, Clinical Trials, Phase I as Topic, Lymphoma, Drug-Related Side Effects and Adverse Reactions, Liver Function Tests, Clinical Trials, Phase IV as Topic, Clinical Research Protocol,,,,
NCT00915980, Hypoglycemic Agents, Insulin Shock, Weight Loss, Weight-Loss Agents, Hyperlipidemias, Diet, Reducing, Postprandial Hypoglycemia, Glucose Metabolism Disorders, Diet Therapy, Weight Gain,,,,,
NCT00922220, Manipulation, Chiropractic, Physical Therapy Modalities, Manipulation, Osteopathic, Spinal Adjustment, Chiropractic, Myofeedback, Chiropractic, Manual Therapies, Pain Management, Exercise Therapy, Rehabilitation,,,
NCT00930267, Clinical Research Protocol, Clinical Trials, Phase IV as Topic, Drug Evaluation, Centers for Disease Control and Prevention (U.S.), Protocols, Nursing, Drug Utilization Review, Point-of-Care Systems, Medical Laboratory Personnel, Nutrition Therapy, Computerized Physician Order Entry System,,,,
NCT00930592, Clinical Research Protocol, Models, Biological, Drug Evaluation, Clinical Trials, Phase IV as Topic, Outcome Studies, Risk Factors, Medical Records, Cohort Studies, Clinical Investigators, Disability Evaluation,,,,
NCT00931970, Cohort Studies, Nonrespondents, Hypoglycemic Agents, Clinic Activities, Clinical Research Protocol, Practice Patterns, Physicians', Clinical Trials, Phase IV as Topic, United States Agency for Healthcare Research and Quality, Geriatric Assessment, Patient Transition,,,,
NCT00932256, Drug Hypersensitivity, Cough, Antitussive Agents, Cetacaine, Antihistamines, Classical, Levalbuterol, Nasal Sprays, Rhinitis, Allergic, Seasonal, Dexatrim, Patanol,,,
NCT00932828, Peanut Hypersensitivity, Wheat Hypersensitivity, Radioallergosorbent Test, Hypersensitivity, Drug Hypersensitivity, Desensitization, Immunologic, Milk Hypersensitivity, Pharmalgen, Xolair, Environmental Illness,,,,,
NCT00933920, Food Interactions, Chronopharmacokinetics, Hematologic Agents, Drug Evaluation, Lanoxin, Dexatrim, Food-Drug Interactions, Diovan, Hypoglycemic Agents, Cleviprex,,,,,,
NCT00935207, Suboxone, Demerol, Narcan, Analgesics, Narcotic Analgesics, Subutex, Hydrocodone, Analgesics, Non-Narcotic, Opiate Substitution Treatment, Pain Management,,,,,
NCT00936104, Biomarkers, Tumor, Multicenter Study, Cancer Screening, Antineoplastic Protocols, Carcinoma in Situ, Models, Biological, Clinical Trials, Phase I as Topic, Cancer of Intestines, Drug Evaluation, Cancer of Gastrointestinal Tract,,,
NCT00936949, Joint Dislocations, Arthroplasty, Replacement, Tendon Release, Shoulder Dislocation, Arthroplasty, Replacement, Partial Knee, Arthroplasty, Knee Dislocation, Patellofemoral Joint, Arthroplasty, Replacement, Knee, Shoulder Fractures,
NCT00937248, Radiotherapy, Conformal, Moving and Lifting Patients, Clinical Trials, Phase I as Topic, Radiotherapy, High-Energy, Implanted Fiducials, Clinical Research Protocol, Aquaplast, Radiosurgery, Multicenter Study, Organ Sparing Treatments,,,
NCT00937560, Clinical Trials, Phase I as Topic, Drug-Related Side Effects and Adverse Reactions, Drug Evaluation, Drug Administration Schedule, Multicenter Study, Clinical Trials, Phase IV as Topic, Carcinoma in Situ, Treatment Protocols, Standard of Care, Clinical Trials, Randomized,,,
NCT00939679, Weight Loss, Weight Gain, Insulin Shock, Body Weight Maintenance, Weight-Loss Agents, Diet Therapy, Low-Calorie Diet, Fasting, Hyperglycemia, Diet, Reducing,,,,,
NCT00940095, Secondary Care Centers, Pulmonary Medicine, Cardiovascular Surgical Procedures, Clinical Research Protocol, Neurologic Findings, Neurosurgery, Obstetric Surgical Procedures, Obstetrics Department, Ambulatory Surgical Procedures, Protocols, Nursing,,,,,
NCT00940771, Kaletra, Emsam, Atripla, Drug-Related Side Effects and Adverse Reactions, Gastrointestinal Agents, Drug Evaluation, Drug Substitution, Orinase, triomune, Provigil,,,,,,
NCT00941083, Combivir, Kaletra, triomune, Antiretroviral Therapy, Highly Active, Truvada, TMC 125, S-GSK1349572, Integrase Inhibitors, Simeprevir, Atripla,,,,,
NCT00942903, Clinical Research Protocol, Medical Records, Patient Compliance, Work of Breathing, Continuous Positive Airway Pressure, Protocols, Nursing, Speech, Esophageal, Intubation, Intratracheal, Prosthesis Fitting, Infusion Pumps,,,
NCT00944164, Clinical Research Protocol, Clinic Activities, Nonrespondents, Outcome Measures, Nutrition Assessment, Drug Evaluation, Screening, Pragmatic Clinical Trial, Practice Patterns, Physicians', Safety-net Clinics,,,,,
NCT00945048, Clinical Research Protocol, Medical Records, Ballistocardiography, Point-of-Care Systems, Blood Gas Analysis, Drug Evaluation, Bedside Testing, Heart Rate, Clinical Trials, Phase IV as Topic, Extracorporeal Membrane Oxygenation,,,,,
NCT00947154, Drug Therapy, Drug-Related Side Effects and Adverse Reactions, Fluoxetine, Treatment Effectiveness, Clinical Investigators, coaxil, Antidepressive Agents, Akathisia, Drug-Induced, Patient Dropouts, Drug Evaluation,,,,,
NCT00947544, Drug-Related Side Effects and Adverse Reactions, Hematologic Agents, Drug Evaluation, Dexatrim, drisapersen, Cystagon, Treatment Effectiveness, Drug Administration Schedule, Chronopharmacokinetics, Drug Approval Process,,,,,,
NCT00947869, Glaucoma, Suspect, Refractive Errors, Hydrophthalmos, Myopia, Degenerative, Glaucoma, Open-Angle, Exfoliation Syndrome, Optic Nerve Diseases, Eye Diseases, Ametropia, Diabetic Retinopathy,,,
NCT00882245, Clinical Research Protocol, Drug Evaluation, Treatment Effectiveness, Therapeutics, Hematologic Agents, Drug-Related Side Effects and Adverse Reactions, Systemic Enzyme Therapy, Clinical Trials, Phase IV as Topic, Asymptomatic Diseases, Centers for Disease Control and Prevention (U.S.),,,,,
NCT00884546, Revlimid, Drug Evaluation, drisapersen, evofosfamide, Drug Toxicity, Thalomid, Levoleucovorin, Clinical Trials, Phase IV as Topic, Drug Administration Schedule, Drug Approval Process,,,,,
NCT00896519, Lymphoma, Revlimid, Alkeran, Carcinoma in Situ, P-VABEC, Clinical Trials, Phase I as Topic, Leukopenia, CHOP-14 protocol, CHOP-21 protocol, Leukeran,,,,,
NCT00896753, Cancer of Intestines, Cancer of Colon, Colonic Neoplasms, Carcinomatosis, Gastrointestinal Neoplasms, Biomarkers, Tumor, Cancer of Gastrointestinal Tract, Hematologic Neoplasms, CRLX101, Clinical Trials, Phase I as Topic,,,,
NCT00897442, Multicenter Study, SEER Program, Cancer of Eye, Cancer of Skin, Breast Carcinoma In Situ, Cancer of Urinary Tract, Genitourinary Cancer, Male Breast Cancer, Hospitals, Cancer, Lymphoma,,,,,
NCT00897871, Drug Evaluation, Drug Labeling, Clinical Trials, Phase IV as Topic, Hematologic Agents, Drug-Related Side Effects and Adverse Reactions, Clinical Research Protocol, Drug Administration Schedule, Clinical Trials, Phase I as Topic, Protropin, drisapersen,,,,
NCT00902278, Influenza Vaccines, Hepatitis A Vaccines, FluMist, Diphtheria Toxoid, Orthomyxoviridae, Adenovirus Vaccines, Prevenar, prevenar13, Measles-Mumps-Rubella Vaccine, Revaccination,,,,,,
NCT00902889, Pallidotomy, Cognition Disorders, Neurologic Findings, Neuropsychological Tests, Aphasia Tests, Encephalopathy, Drug Resistant Epilepsy, Outcome Studies, Sensory Motor Performance, Clinical Research Protocol,,,,,,
NCT00905736, Physical Therapy Modalities, Electric Stimulation Therapy, Myofeedback, Clinical Research Protocol, Manipulation, Osteopathic, Outcome Studies, Therapeutics, Manipulation, Chiropractic, Manipulation Therapy, Exercise Therapy,,,,
NCT00907920, Biomarkers, Tumor, Cancer Screening, Nervous System Neoplasms, Leukemia, Microarray Analysis, Hematologic Neoplasms, K-ras Genes, Gene Expression Profiling, Cancer, Second Primary, Tissue Microarray Analysis,,,,
NCT00908648, Liver Function Tests, Occult Blood, Clinical Research Protocol, Multicenter Study, Esophagogastroduodenoscopy, Cancer of Intestines, Drug Evaluation, Manipulation Therapy, Clinical Trials, Phase I as Topic, Cancer of Digestive System,,,,,
NCT00909272, Diskectomy, Manipulation, Chiropractic, Catheterization, Spondylolisthesis, Diskectomy, Percutaneous, Manipulation Therapy, Laminotomy, Ultrasonography, Lordosis, Zygapophyseal Joint,,,,
NCT00909857, Drug Therapy, Dysmenorrhea, Treatment Effectiveness, Drug-Related Side Effects and Adverse Reactions, Nonrespondents, Weight Loss, Drug Evaluation, Blood Pressure Determination, Gastrointestinal Agents, Physical Therapy Modalities,,,,,,
NCT00912249, Disability Evaluation, Rehabilitation Research, Self Care, School Health Services, School Health, Deprescribing, Occupational Therapy, Rehabilitation, Activities of Daily Living, Episode of Care,,,,,,
NCT00913965, Drug Evaluation, Food Interactions, Omnitrope, 4-Aminopyridine Sustained Release, Clinical Trials, Phase IV as Topic, Vytorin, Drug Approval Process, USL255, Emsam, Hematologic Agents,,,,,
NCT00914225, HIV Seropositivity, Centers for Disease Control and Prevention (U.S.), Asymptomatic Diseases, Drug Evaluation, Population Surveillance, Primary Prevention, Treatment Effectiveness, Risk Factors, Disease Transmission, Infectious, Patient Non-Compliance,,,,,
NCT00916760, Rhinitis, Allergic, Seasonal, Pyroglyphidae, Radioallergosorbent Test, Rhinitis, Allergic, Perennial, Rhinitis, Allergic, Desensitization, Immunologic, Peanut Hypersensitivity, Pharmalgen, Latex Hypersensitivity, Skin Tests
NCT00917475, Infant Welfare, Infant Behavior, Child Development, Disabled Children, Infant Development, Bottle Feeding, Mother-Child Relations, Breast Feeding, Mother-Infant Interaction, Parent-Child Relations,,,,,,
NCT00918359, Centers for Disease Control and Prevention (U.S.), Hematologic Agents, Drug Evaluation, Nutrition Therapy, Risk Factors, Clinical Research Protocol, Multiple Chemical Sensitivity, Therapeutics, Models, Biological, Hyperthermia, Induced,,,,
NCT00920400, Endoscopy, Gastrointestinal, Esophagogastroduodenoscopy, Gastroscopy, Upper Gastrointestinal Tract, Sigmoidoscopy, Esophageal Diseases, Fecal Microbiota Transplantation, Gastrointestinal Diseases, Gastroenterology, Diverticulosis, Colonic,,,,
NCT00922012, Asymptomatic Inflammatory Prostatitis, Manipulation Therapy, Urinary Bladder, Neurogenic, Cystitis, Interstitial, Urinary Incontinence, Urinary Incontinence, Stress, Urinary Bladder Diseases, Electric Stimulation Therapy, Urinary Tract Physiological Phenomena, Urination,,,
NCT00922831, Research Subjects, Clinical Research Protocol, Disability Evaluation, Diagnosis, Psychiatric, Pragmatic Clinical Trial, Cognition Disorders, Prodromal States, Aptitude Tests, Outcome Studies, Needs Assessment,,,,,
NCT00923104, Systemic Enzyme Therapy, Prophylactic Mastectomy, Manipulation Therapy, Dose-Response Relationship, Radiation, Carcinoma in Situ, Clinical Trials, Phase I as Topic, Prostatectomy, Drug Evaluation, Cancer of Skin, Basal Cell Cancer,,,,
NCT00925158, Rhytidectomy, Cervicoplasty, Rhytidoplasty, Genioplasty, Aspiration Lipectomy, Platysmaplasty, Surgical Flaps, Curettage, Vestibule of the Mouth, Carbon Dioxide Lasers,,,,,,
NCT00926211, Clinical Research Protocol, Drug Evaluation, Hematologic Agents, Prophylactic Mastectomy, Contractubex, Therapeutics, Risk Factors, Clinical Investigators, Patient Dropouts, Drug Approval Process,,,,,,
NCT00927212, Drug Hypersensitivity, Elidel, Drug-Related Side Effects and Adverse Reactions, Phototherapy, Systemic Enzyme Therapy, Desonide, Xolair, Environmental Illness, Fumaderm, Drug Evaluation,,,,,,
NCT00930709, Myofeedback, Physical Therapy Modalities, Exercise Therapy, Manipulation, Osteopathic, Manipulation, Chiropractic, Rehabilitation, Range of Motion, Articular, Therapy, Soft Tissue, Clinical Research Protocol, Pain Management,,
NCT00935545, Clinical Trials, Phase I as Topic, CRLX101, drisapersen, Neumega, Revlimid, Oncophage, tecemotide, Therapies, Investigational, Systemic Enzyme Therapy, evofosfamide,,,,
NCT00936988, drisapersen, Omnitrope, Hypoglycemic Agents, Vytorin, evofosfamide, Protropin, Treatment Effectiveness, Prolia, Clinical Trials, Phase IV as Topic, Levoleucovorin,,,,,
NCT00938470, Multicenter Study, Clinical Trials, Phase I as Topic, Carcinoma in Situ, Liver Function Tests, Clinical Research Protocol, Radiation Sickness, Survival Analysis, Actuarial Analysis, Matched-Pair Analysis, Prophylactic Mastectomy,,,,,
NCT00939497, Drug Evaluation, Hematologic Agents, Drug-Related Side Effects and Adverse Reactions, Analgesics, Treatment Effectiveness, Gastrointestinal Agents, Overmedication, Drug Approval Process, Dexatrim, Drug Therapy,,,,,,
NCT00877799, Drug Evaluation, Pain Management, Analgesics, Drug-Related Side Effects and Adverse Reactions, Hematologic Agents, Postoperative Nausea, Movalis, Acetaminophen, Nubain, Narcan,,,,,,
NCT00878215, Clinical Research Protocol, Liver Function Tests, Prophylactic Mastectomy, Manipulation Therapy, Multicenter Study, Models, Biological, Therapeutics, Clinical Trials, Phase I as Topic, Drug Evaluation, Risk Factors,,,,
NCT00878553, Polysomnography, Chronopharmacokinetics, Euphylong, Hematologic Agents, WAS 406, Single-Blind Method, USL255, Dexatrim, Cleviprex, IPX066,,,,,,
NCT00879424, Drug-Related Side Effects and Adverse Reactions, Asymptomatic Diseases, Malnutrition, Nutrition Disorders, Nutrition Therapy, Environmental Illness, Drug Hypersensitivity, Risk Factors, Protropin, Centers for Disease Control and Prevention (U.S.),,,,,,
NCT00882817, Spirometry, Vital Capacity, Rehabilitation, Rehabilitation Research, Cardiopulmonary Exercise Test, Physical Examination, Exercise Therapy, Respiratory Therapy, Endurance Shuttle Walk Test, Clinical Research Protocol,,,,,,
NCT00883649, Single-Masked Study, Conjunctival Diseases, Systemic Enzyme Therapy, Dry Eye Syndromes, Drug-Related Side Effects and Adverse Reactions, Drug Hypersensitivity, Contractubex, Patanol, Ocusert, Ocular Rosacea,,,,,,
NCT00886236, Movalis, Cryoanesthesia, Postoperative Nausea, Drug-Related Side Effects and Adverse Reactions, Pain Management, Pregabalin, Intraoperative Awareness, Anesthesia and Analgesia, Pentazocine, Chronopharmacokinetics,,,,,,
NCT00887406, Dexatrim, Hematologic Agents, Levalbuterol, Drug Evaluation, Cleviprex, Chronopharmacokinetics, Drug-Related Side Effects and Adverse Reactions, Blood Pressure Determination, Respiratory Therapy, Euphylong,,,,,,
NCT00889512, Ovulation Inhibition, Menotropins, Pregnyl, Cetrotide, Pergonal-500, Pergonal, Clomiphene Citrate, Urofollitropin, Humegon, Epimestrol,,,,,,
NCT00890500, Hematopoietic Stem Cell Transplantation, Transplantation Conditioning, Peripheral Blood Stem Cell Transplantation, Leukopenia, Autografts, Heart-Lung Transplantation, Lymphapheresis, Graft vs Leukemia Effect, Revlimid, Hematologic Neoplasms,,,,,,
